model,fpr,tpr,auc
LogisticRegression,0.008846761453396525,0.16419213973799127,0.9471490166049242
LogisticRegression,0.008846761453396525,0.16739446870451238,0.9471490166049242
LogisticRegression,0.009162717219589257,0.16739446870451238,0.9471490166049242
LogisticRegression,0.009162717219589257,0.16797671033478895,0.9471490166049242
LogisticRegression,0.009478672985781991,0.16797671033478895,0.9471490166049242
LogisticRegression,0.009478672985781991,0.1720524017467249,0.9471490166049242
LogisticRegression,0.009794628751974723,0.1720524017467249,0.9471490166049242
LogisticRegression,0.009794628751974723,0.18369723435225618,0.9471490166049242
LogisticRegression,0.010110584518167456,0.18369723435225618,0.9471490166049242
LogisticRegression,0.010110584518167456,0.1883551673944687,0.9471490166049242
LogisticRegression,0.01042654028436019,0.1883551673944687,0.9471490166049242
LogisticRegression,0.01042654028436019,0.18951965065502183,0.9471490166049242
LogisticRegression,0.010742496050552922,0.18951965065502183,0.9471490166049242
LogisticRegression,0.010742496050552922,0.1933042212518195,0.9471490166049242
LogisticRegression,0.011058451816745656,0.1933042212518195,0.9471490166049242
LogisticRegression,0.011058451816745656,0.2017467248908297,0.9471490166049242
LogisticRegression,0.011690363349131122,0.2017467248908297,0.9471490166049242
LogisticRegression,0.011690363349131122,0.2096069868995633,0.9471490166049242
LogisticRegression,0.012006319115323854,0.2096069868995633,0.9471490166049242
LogisticRegression,0.012006319115323854,0.2116448326055313,0.9471490166049242
LogisticRegression,0.012322274881516588,0.2116448326055313,0.9471490166049242
LogisticRegression,0.012322274881516588,0.21921397379912663,0.9471490166049242
LogisticRegression,0.01263823064770932,0.21921397379912663,0.9471490166049242
LogisticRegression,0.01263823064770932,0.224745269286754,0.9471490166049242
LogisticRegression,0.012954186413902054,0.224745269286754,0.9471490166049242
LogisticRegression,0.012954186413902054,0.2279475982532751,0.9471490166049242
LogisticRegression,0.013270142180094787,0.2279475982532751,0.9471490166049242
LogisticRegression,0.013270142180094787,0.22940320232896652,0.9471490166049242
LogisticRegression,0.013586097946287519,0.22940320232896652,0.9471490166049242
LogisticRegression,0.013586097946287519,0.24395924308588063,0.9471490166049242
LogisticRegression,0.013902053712480253,0.24395924308588063,0.9471490166049242
LogisticRegression,0.013902053712480253,0.2500727802037846,0.9471490166049242
LogisticRegression,0.014218009478672985,0.2500727802037846,0.9471490166049242
LogisticRegression,0.014218009478672985,0.27365356622998543,0.9471490166049242
